Внешний код,Название,Активность,Символьный код,Сортировка,Текст анонса,Тип текста,Картинка анонса,Детальный текст,Тип текста,Детальная картинка,Производитель,Тип,Серия,Партномер,Номинальное входное напряжение_В,Выходное напряжение_В,Тип корпуса,Размеры корпуса_мм_x,Размеры корпуса_мм_y,Размеры корпуса_мм_z,Температурный диапазон_С°,Мощность_Вт,Максимальный проходной ток_А,Дополнительные фото,Datasheet,Заменяет,Заголовок h1,title,description,Название секции 1 уровень,Символьный код секции 1 уровень,XML_ID секции 1 уровень
proizvodstvo-preobrazovatelej-napryazheniya_184,Модульный преобразователь DC/DC Иртыш 12 В / 500 Вт ET-F24M-12VP500R23,Y,modulnyj-preobrazovatel-dc-dc-irtysh-12-v-500-vt-et-f24m-12vp500r23,18500,,html,ET-F.jpg,,html,ET-F.jpg,ЭКБ ТЕСТ,DC/DC,ET-F24,ET-F24M-12VP500R23,"""24"" (18..36)",12,full brick,117,"55,9","12,7","""M""  (-55..100)",500,50,,ET-F24.pdf,proizvodstvo-preobrazovatelej-napryazheniya_322####,Модульный преобразователь DC/DC Иртыш 12 В / 500 Вт ET-F24M-12VP500R23,Модульный преобразователь DC/DC Иртыш 12 В / 500 Вт ET-F24M-12VP500R23⚡Серия «ИРТЫШ»®⚡DC/DC модульные преобразователи ✔ полная «PIN-TO-PIN» совместимость с продукцией VICOR⚡Производство преобразователей напряжения ЭКБ ТЕСТ,ЭКБ ТЕСТ — надёжный партнёр для вашего бизнеса. Комплексные решения в микроэлектронике. Адекватные цены на производство преобразователей. Разумные сроки. Индивидуальный подход.,Модульные преобразователи ИРТЫШ,modulnye-preobrazovateli-irtysh,proizvodstvo-preobrazovatelej-napryazheniya_section_2
proizvodstvo-preobrazovatelej-napryazheniya_185,Модульный преобразователь DC/DC Иртыш 15 В / 500 Вт ET-F24M-15VP500R23,Y,modulnyj-preobrazovatel-dc-dc-irtysh-15-v-500-vt-et-f24m-15vp500r23,18600,,html,ET-F.jpg,,html,ET-F.jpg,ЭКБ ТЕСТ,DC/DC,ET-F24,ET-F24M-15VP500R23,"""24"" (18..36)",15,full brick,117,"55,9","12,7","""M""  (-55..100)",500,40,,ET-F24.pdf,proizvodstvo-preobrazovatelej-napryazheniya_322####,Модульный преобразователь DC/DC Иртыш 15 В / 500 Вт ET-F24M-15VP500R23,Модульный преобразователь DC/DC Иртыш 15 В / 500 Вт ET-F24M-15VP500R23⚡Серия «ИРТЫШ»®⚡DC/DC модульные преобразователи ✔ полная «PIN-TO-PIN» совместимость с продукцией VICOR⚡Производство преобразователей напряжения ЭКБ ТЕСТ,ЭКБ ТЕСТ — надёжный партнёр для вашего бизнеса. Комплексные решения в микроэлектронике. Адекватные цены на производство преобразователей. Разумные сроки. Индивидуальный подход.,Модульные преобразователи ИРТЫШ,modulnye-preobrazovateli-irtysh,proizvodstvo-preobrazovatelej-napryazheniya_section_2
proizvodstvo-preobrazovatelej-napryazheniya_186,Модульный преобразователь DC/DC Иртыш 24 В / 500 Вт ET-F24M-24VP500R23,Y,modulnyj-preobrazovatel-dc-dc-irtysh-24-v-500-vt-et-f24m-24vp500r23,18700,,html,ET-F.jpg,,html,ET-F.jpg,ЭКБ ТЕСТ,DC/DC,ET-F24,ET-F24M-24VP500R23,"""24"" (18..36)",24,full brick,117,"55,9","12,7","""M""  (-55..100)",500,25,,ET-F24.pdf,proizvodstvo-preobrazovatelej-napryazheniya_322####,Модульный преобразователь DC/DC Иртыш 24 В / 500 Вт ET-F24M-24VP500R23,Модульный преобразователь DC/DC Иртыш 24 В / 500 Вт ET-F24M-24VP500R23⚡Серия «ИРТЫШ»®⚡DC/DC модульные преобразователи ✔ полная «PIN-TO-PIN» совместимость с продукцией VICOR⚡Производство преобразователей напряжения ЭКБ ТЕСТ,ЭКБ ТЕСТ — надёжный партнёр для вашего бизнеса. Комплексные решения в микроэлектронике. Адекватные цены на производство преобразователей. Разумные сроки. Индивидуальный подход.,Модульные преобразователи ИРТЫШ,modulnye-preobrazovateli-irtysh,proizvodstvo-preobrazovatelej-napryazheniya_section_2
proizvodstvo-preobrazovatelej-napryazheniya_187,Модульный преобразователь DC/DC Иртыш 28 В / 500 Вт ET-F24M-28VP500R23,Y,modulnyj-preobrazovatel-dc-dc-irtysh-28-v-500-vt-et-f24m-28vp500r23,18800,,html,ET-F.jpg,,html,ET-F.jpg,ЭКБ ТЕСТ,DC/DC,ET-F24,ET-F24M-28VP500R23,"""24"" (18..36)",28,full brick,117,"55,9","12,7","""M""  (-55..100)",500,"21,5",,ET-F24.pdf,proizvodstvo-preobrazovatelej-napryazheniya_322####,Модульный преобразователь DC/DC Иртыш 28 В / 500 Вт ET-F24M-28VP500R23,Модульный преобразователь DC/DC Иртыш 28 В / 500 Вт ET-F24M-28VP500R23⚡Серия «ИРТЫШ»®⚡DC/DC модульные преобразователи ✔ полная «PIN-TO-PIN» совместимость с продукцией VICOR⚡Производство преобразователей напряжения ЭКБ ТЕСТ,ЭКБ ТЕСТ — надёжный партнёр для вашего бизнеса. Комплексные решения в микроэлектронике. Адекватные цены на производство преобразователей. Разумные сроки. Индивидуальный подход.,Модульные преобразователи ИРТЫШ,modulnye-preobrazovateli-irtysh,proizvodstvo-preobrazovatelej-napryazheniya_section_2
proizvodstvo-preobrazovatelej-napryazheniya_188,Модульный преобразователь DC/DC Иртыш 36 В / 500 Вт ET-F24M-36VP500R23,Y,modulnyj-preobrazovatel-dc-dc-irtysh-36-v-500-vt-et-f24m-36vp500r23,18900,,html,ET-F.jpg,,html,ET-F.jpg,ЭКБ ТЕСТ,DC/DC,ET-F24,ET-F24M-36VP500R23,"""24"" (18..36)",36,full brick,117,"55,9","12,7","""M""  (-55..100)",500,"16,7",,ET-F24.pdf,proizvodstvo-preobrazovatelej-napryazheniya_322####,Модульный преобразователь DC/DC Иртыш 36 В / 500 Вт ET-F24M-36VP500R23,Модульный преобразователь DC/DC Иртыш 36 В / 500 Вт ET-F24M-36VP500R23⚡Серия «ИРТЫШ»®⚡DC/DC модульные преобразователи ✔ полная «PIN-TO-PIN» совместимость с продукцией VICOR⚡Производство преобразователей напряжения ЭКБ ТЕСТ,ЭКБ ТЕСТ — надёжный партнёр для вашего бизнеса. Комплексные решения в микроэлектронике. Адекватные цены на производство преобразователей. Разумные сроки. Индивидуальный подход.,Модульные преобразователи ИРТЫШ,modulnye-preobrazovateli-irtysh,proizvodstvo-preobrazovatelej-napryazheniya_section_2
proizvodstvo-preobrazovatelej-napryazheniya_189,Модульный преобразователь DC/DC Иртыш 48 В / 500 Вт ET-F24M-48VP500R23,Y,modulnyj-preobrazovatel-dc-dc-irtysh-48-v-500-vt-et-f24m-48vp500r23,19000,,html,ET-F.jpg,,html,ET-F.jpg,ЭКБ ТЕСТ,DC/DC,ET-F24,ET-F24M-48VP500R23,"""24"" (18..36)",48,full brick,117,"55,9","12,7","""M""  (-55..100)",500,"12,5",,ET-F24.pdf,proizvodstvo-preobrazovatelej-napryazheniya_322####,Модульный преобразователь DC/DC Иртыш 48 В / 500 Вт ET-F24M-48VP500R23,Модульный преобразователь DC/DC Иртыш 48 В / 500 Вт ET-F24M-48VP500R23⚡Серия «ИРТЫШ»®⚡DC/DC модульные преобразователи ✔ полная «PIN-TO-PIN» совместимость с продукцией VICOR⚡Производство преобразователей напряжения ЭКБ ТЕСТ,ЭКБ ТЕСТ — надёжный партнёр для вашего бизнеса. Комплексные решения в микроэлектронике. Адекватные цены на производство преобразователей. Разумные сроки. Индивидуальный подход.,Модульные преобразователи ИРТЫШ,modulnye-preobrazovateli-irtysh,proizvodstvo-preobrazovatelej-napryazheniya_section_2
proizvodstvo-preobrazovatelej-napryazheniya_190,"Модульный преобразователь DC/DC Иртыш 3,3 В / 150 Вт ET-H24C-3V3P150R23",Y,modulnyj-preobrazovatel-dc-dc-irtysh-3-3-v-150-vt-et-h24c-3v3p150r23,19100,,html,ET-H.jpg,,html,ET-H.jpg,ЭКБ ТЕСТ,DC/DC,ET-H24,ET-H24C-3V3P150R23,"""24"" (18..36)","3,3",1/2 brick,"57,9","55,9","12,7","""C""  (-20..100)",150,"45,4",,ET-H24.pdf,proizvodstvo-preobrazovatelej-napryazheniya_323####,"Модульный преобразователь DC/DC Иртыш 3,3 В / 150 Вт ET-H24C-3V3P150R23","Модульный преобразователь DC/DC Иртыш 3,3 В / 150 Вт ET-H24C-3V3P150R23⚡Серия «ИРТЫШ»®⚡DC/DC модульные преобразователи ✔ полная «PIN-TO-PIN» совместимость с продукцией VICOR⚡Производство преобразователей напряжения ЭКБ ТЕСТ",ЭКБ ТЕСТ — надёжный партнёр для вашего бизнеса. Комплексные решения в микроэлектронике. Адекватные цены на производство преобразователей. Разумные сроки. Индивидуальный подход.,Модульные преобразователи ИРТЫШ,modulnye-preobrazovateli-irtysh,proizvodstvo-preobrazovatelej-napryazheniya_section_2
proizvodstvo-preobrazovatelej-napryazheniya_191,Модульный преобразователь DC/DC Иртыш 5 В / 200 Вт ET-H24C-05VP200R23,Y,modulnyj-preobrazovatel-dc-dc-irtysh-5-v-200-vt-et-h24c-05vp200r23,19200,,html,ET-H.jpg,,html,ET-H.jpg,ЭКБ ТЕСТ,DC/DC,ET-H24,ET-H24C-05VP200R23,"""24"" (18..36)",5,1/2 brick,"57,9","55,9","12,7","""C""  (-20..100)",200,40,,ET-H24.pdf,proizvodstvo-preobrazovatelej-napryazheniya_323####,Модульный преобразователь DC/DC Иртыш 5 В / 200 Вт ET-H24C-05VP200R23,Модульный преобразователь DC/DC Иртыш 5 В / 200 Вт ET-H24C-05VP200R23⚡Серия «ИРТЫШ»®⚡DC/DC модульные преобразователи ✔ полная «PIN-TO-PIN» совместимость с продукцией VICOR⚡Производство преобразователей напряжения ЭКБ ТЕСТ,ЭКБ ТЕСТ — надёжный партнёр для вашего бизнеса. Комплексные решения в микроэлектронике. Адекватные цены на производство преобразователей. Разумные сроки. Индивидуальный подход.,Модульные преобразователи ИРТЫШ,modulnye-preobrazovateli-irtysh,proizvodstvo-preobrazovatelej-napryazheniya_section_2
proizvodstvo-preobrazovatelej-napryazheniya_192,Модульный преобразователь DC/DC Иртыш 8 В / 200 Вт ET-H24C-08VP200R23,Y,modulnyj-preobrazovatel-dc-dc-irtysh-8-v-200-vt-et-h24c-08vp200r23,19300,,html,ET-H.jpg,,html,ET-H.jpg,ЭКБ ТЕСТ,DC/DC,ET-H24,ET-H24C-08VP200R23,"""24"" (18..36)",8,1/2 brick,"57,9","55,9","12,7","""C""  (-20..100)",200,25,,ET-H24.pdf,proizvodstvo-preobrazovatelej-napryazheniya_323####,Модульный преобразователь DC/DC Иртыш 8 В / 200 Вт ET-H24C-08VP200R23,Модульный преобразователь DC/DC Иртыш 8 В / 200 Вт ET-H24C-08VP200R23⚡Серия «ИРТЫШ»®⚡DC/DC модульные преобразователи ✔ полная «PIN-TO-PIN» совместимость с продукцией VICOR⚡Производство преобразователей напряжения ЭКБ ТЕСТ,ЭКБ ТЕСТ — надёжный партнёр для вашего бизнеса. Комплексные решения в микроэлектронике. Адекватные цены на производство преобразователей. Разумные сроки. Индивидуальный подход.,Модульные преобразователи ИРТЫШ,modulnye-preobrazovateli-irtysh,proizvodstvo-preobrazovatelej-napryazheniya_section_2
proizvodstvo-preobrazovatelej-napryazheniya_193,Модульный преобразователь DC/DC Иртыш 12 В / 250 Вт ET-H24C-12VP250R23,Y,modulnyj-preobrazovatel-dc-dc-irtysh-12-v-250-vt-et-h24c-12vp250r23,19400,,html,ET-H.jpg,,html,ET-H.jpg,ЭКБ ТЕСТ,DC/DC,ET-H24,ET-H24C-12VP250R23,"""24"" (18..36)",12,1/2 brick,"57,9","55,9","12,7","""C""  (-20..100)",250,"20,8",,ET-H24.pdf,proizvodstvo-preobrazovatelej-napryazheniya_323####,Модульный преобразователь DC/DC Иртыш 12 В / 250 Вт ET-H24C-12VP250R23,Модульный преобразователь DC/DC Иртыш 12 В / 250 Вт ET-H24C-12VP250R23⚡Серия «ИРТЫШ»®⚡DC/DC модульные преобразователи ✔ полная «PIN-TO-PIN» совместимость с продукцией VICOR⚡Производство преобразователей напряжения ЭКБ ТЕСТ,ЭКБ ТЕСТ — надёжный партнёр для вашего бизнеса. Комплексные решения в микроэлектронике. Адекватные цены на производство преобразователей. Разумные сроки. Индивидуальный подход.,Модульные преобразователи ИРТЫШ,modulnye-preobrazovateli-irtysh,proizvodstvo-preobrazovatelej-napryazheniya_section_2
proizvodstvo-preobrazovatelej-napryazheniya_194,Модульный преобразователь DC/DC Иртыш 15 В / 250 Вт ET-H24C-15VP250R23,Y,modulnyj-preobrazovatel-dc-dc-irtysh-15-v-250-vt-et-h24c-15vp250r23,19500,,html,ET-H.jpg,,html,ET-H.jpg,ЭКБ ТЕСТ,DC/DC,ET-H24,ET-H24C-15VP250R23,"""24"" (18..36)",15,1/2 brick,"57,9","55,9","12,7","""C""  (-20..100)",250,"16,7",,ET-H24.pdf,proizvodstvo-preobrazovatelej-napryazheniya_323####,Модульный преобразователь DC/DC Иртыш 15 В / 250 Вт ET-H24C-15VP250R23,Модульный преобразователь DC/DC Иртыш 15 В / 250 Вт ET-H24C-15VP250R23⚡Серия «ИРТЫШ»®⚡DC/DC модульные преобразователи ✔ полная «PIN-TO-PIN» совместимость с продукцией VICOR⚡Производство преобразователей напряжения ЭКБ ТЕСТ,ЭКБ ТЕСТ — надёжный партнёр для вашего бизнеса. Комплексные решения в микроэлектронике. Адекватные цены на производство преобразователей. Разумные сроки. Индивидуальный подход.,Модульные преобразователи ИРТЫШ,modulnye-preobrazovateli-irtysh,proizvodstvo-preobrazovatelej-napryazheniya_section_2
